CustomerID,Recency,Frequency,Monetary,Cluster,ClusterLabel
13715,281.0,17,8483.29,1,Loyal Customers
13716,269.0,1,138.28,0,At Risk
13717,32.0,8,1763.3,1,Loyal Customers
13718,246.0,2,306.55,1,Loyal Customers
13719,15.0,11,2815.25,1,Loyal Customers
13720,117.0,4,799.9,1,Loyal Customers
13721,36.0,2,741.54,1,Loyal Customers
13722,132.0,10,5635.41,1,Loyal Customers
13723,217.0,6,1209.2,1,Loyal Customers
13724,637.0,1,213.01,0,At Risk
13725,50.0,8,1980.56,1,Loyal Customers
13726,39.0,2,1079.66,1,Loyal Customers
13727,29.0,8,1080.05,1,Loyal Customers
13728,37.0,16,2855.17,1,Loyal Customers
13729,436.0,3,724.73,0,At Risk
13730,136.0,2,752.6,1,Loyal Customers
13731,219.0,2,610.59,1,Loyal Customers
13732,28.0,1,491.86,1,Loyal Customers
13733,411.0,2,487.03000000000003,0,At Risk
13734,509.0,4,6701.640000000001,0,At Risk
13735,25.0,13,9813.22,1,Loyal Customers
13736,5.0,7,2766.21,1,Loyal Customers
13737,200.0,1,339.59999999999997,1,Loyal Customers
13738,396.0,1,440.93,0,At Risk
13739,18.0,2,292.2,1,Loyal Customers
13740,241.0,5,1597.77,1,Loyal Customers
13741,72.0,3,668.4300000000001,1,Loyal Customers
13742,17.0,12,3131.02,1,Loyal Customers
13743,3.0,7,1341.6,1,Loyal Customers
13744,95.0,2,1156.36,1,Loyal Customers
13745,162.0,2,777.36,1,Loyal Customers
13746,414.0,1,176.69,0,At Risk
13747,374.0,2,249.39999999999998,0,At Risk
13748,96.0,9,2268.35,1,Loyal Customers
13750,54.0,11,3602.18,1,Loyal Customers
13751,288.0,1,296.25,0,At Risk
13752,124.0,7,1590.73,1,Loyal Customers
13753,288.0,4,2094.57,0,At Risk
13754,152.0,3,447.05,1,Loyal Customers
13755,4.0,9,2161.35,1,Loyal Customers
13756,2.0,23,9207.5,1,Loyal Customers
13757,675.0,1,195.55,0,At Risk
13758,12.0,15,9416.98,1,Loyal Customers
13759,33.0,2,659.4100000000001,1,Loyal Customers
13760,54.0,5,1363.6399999999999,1,Loyal Customers
13761,50.0,6,1952.17,1,Loyal Customers
13762,219.0,5,2472.48,1,Loyal Customers
13763,63.0,3,5217.44,1,Loyal Customers
13764,71.0,6,2953.26,1,Loyal Customers
13765,653.0,1,352.821,0,At Risk
13766,495.0,1,190.35,0,At Risk
13767,2.0,73,35540.53,1,Loyal Customers
13768,727.0,2,875.97,0,At Risk
13769,2.0,20,5800.42,1,Loyal Customers
13770,422.0,4,785.37,0,At Risk
13771,64.0,9,5728.82,1,Loyal Customers
13772,34.0,8,3114.2200000000003,1,Loyal Customers
13773,397.0,2,301.54,0,At Risk
13774,82.0,1,345.0,1,Loyal Customers
13775,591.0,1,1049.66,0,At Risk
13776,428.0,2,623.98,0,At Risk
13777,1.0,61,56478.42,1,Loyal Customers
13778,103.0,4,1124.49,1,Loyal Customers
13779,516.0,1,161.13,0,At Risk
13780,7.0,3,735.82,1,Loyal Customers
13781,251.0,3,778.83,1,Loyal Customers
13782,13.0,13,1793.72,1,Loyal Customers
13783,488.0,4,1542.09,0,At Risk
13784,10.0,14,2910.23,1,Loyal Customers
13785,429.0,4,542.49,0,At Risk
13786,367.0,6,3358.94,0,At Risk
13787,76.0,6,1222.5,1,Loyal Customers
13788,505.0,1,3.75,0,At Risk
13789,388.0,1,239.45999999999998,0,At Risk
13790,4.0,1,348.79999999999995,1,Loyal Customers
13791,128.0,2,1516.0,1,Loyal Customers
13792,66.0,3,383.95,1,Loyal Customers
13793,647.0,1,96.0,0,At Risk
13794,547.0,1,126.03,0,At Risk
13795,388.0,4,836.3,0,At Risk
13796,499.0,1,289.7,0,At Risk
13797,437.0,3,1179.45,0,At Risk
13798,1.0,110,75836.87,2,Champions
13799,117.0,9,2803.57,1,Loyal Customers
13800,310.0,3,1679.56,0,At Risk
13801,67.0,1,324.8,1,Loyal Customers
13802,139.0,19,26259.11,1,Loyal Customers
13803,255.0,3,1338.91,1,Loyal Customers
13804,31.0,9,3208.52,1,Loyal Customers
13805,52.0,2,924.5999999999999,1,Loyal Customers
13806,64.0,1,256.38,1,Loyal Customers
13807,367.0,3,534.8,0,At Risk
13808,6.0,5,1747.66,1,Loyal Customers
13809,305.0,3,679.6999999999999,0,At Risk
13810,29.0,3,1499.01,1,Loyal Customers
13811,184.0,3,814.5,1,Loyal Customers
13812,42.0,3,539.0,1,Loyal Customers
13813,40.0,8,2765.4700000000003,1,Loyal Customers
13814,92.0,3,2257.32,1,Loyal Customers
13815,22.0,8,7475.74,1,Loyal Customers
13816,24.0,2,571.67,1,Loyal Customers
13817,29.0,2,382.98,1,Loyal Customers
13818,430.0,1,61.28,0,At Risk
13819,302.0,6,2642.35,0,At Risk
13820,418.0,3,660.65,0,At Risk
13821,145.0,6,1410.73,1,Loyal Customers
13822,6.0,2,632.0,1,Loyal Customers
13823,19.0,7,3403.4500000000003,1,Loyal Customers
13824,33.0,12,3314.76,1,Loyal Customers
13825,622.0,2,255.59,0,At Risk
13826,176.0,1,189.5,1,Loyal Customers
13827,58.0,3,412.05,1,Loyal Customers
13828,22.0,1,209.49,1,Loyal Customers
13829,421.0,1,102.0,0,At Risk
13830,582.0,1,156.85000000000002,0,At Risk
13831,16.0,18,7023.58,1,Loyal Customers
13832,19.0,2,613.6899999999999,1,Loyal Customers
13833,159.0,2,701.36,1,Loyal Customers
13834,577.0,2,324.19,0,At Risk
13835,25.0,7,1095.27,1,Loyal Customers
13836,399.0,2,620.37,0,At Risk
13837,212.0,2,271.24,1,Loyal Customers
13838,6.0,10,1966.09,1,Loyal Customers
13839,486.0,1,139.95000000000002,0,At Risk
13840,416.0,1,651.4,0,At Risk
13841,253.0,1,85.0,0,At Risk
13842,59.0,18,5629.91,1,Loyal Customers
13843,381.0,1,319.75,0,At Risk
13844,11.0,1,361.62,1,Loyal Customers
13845,65.0,1,312.98,1,Loyal Customers
13846,25.0,4,1307.79,1,Loyal Customers
13847,720.0,1,310.72,0,At Risk
13848,92.0,8,3335.0,1,Loyal Customers
13849,52.0,5,3469.3,1,Loyal Customers
13850,129.0,1,1595.48,1,Loyal Customers
13851,96.0,8,4606.46,1,Loyal Customers
13852,611.0,1,187.35000000000002,0,At Risk
13853,57.0,1,1090.1399999999999,1,Loyal Customers
13854,9.0,39,12253.96,1,Loyal Customers
13855,501.0,4,1310.34,0,At Risk
13856,169.0,11,1142.03,1,Loyal Customers
13857,393.0,6,1001.01,0,At Risk
13858,57.0,1,216.17000000000002,1,Loyal Customers
13859,326.0,2,515.86,0,At Risk
13860,1.0,5,1245.9,1,Loyal Customers
13861,429.0,2,273.26,0,At Risk
13862,18.0,9,2556.09,1,Loyal Customers
13863,248.0,4,1239.55,1,Loyal Customers
13864,387.0,1,662.4000000000001,0,At Risk
13865,58.0,4,501.56,1,Loyal Customers
13866,74.0,1,145.67,1,Loyal Customers
13867,31.0,3,1015.29,1,Loyal Customers
13868,7.0,2,3192.54,1,Loyal Customers
13869,123.0,10,8111.57,1,Loyal Customers
13870,2.0,15,5712.08,1,Loyal Customers
13871,23.0,17,7885.85,1,Loyal Customers
13872,527.0,3,919.57,0,At Risk
13873,120.0,8,1038.92,1,Loyal Customers
13874,358.0,7,2049.15,0,At Risk
13875,54.0,14,4814.37,1,Loyal Customers
13876,64.0,1,122.7,1,Loyal Customers
13877,86.0,3,449.68,1,Loyal Customers
13878,55.0,4,2473.06,1,Loyal Customers
13879,646.0,1,395.5,0,At Risk
13880,21.0,17,4391.66,1,Loyal Customers
13881,4.0,43,45179.1,1,Loyal Customers
13882,3.0,5,1191.13,1,Loyal Customers
13883,11.0,15,6560.02,1,Loyal Customers
13884,7.0,10,1888.48,1,Loyal Customers
13885,189.0,2,506.8,1,Loyal Customers
13886,71.0,1,243.56,1,Loyal Customers
13887,204.0,1,349.55,1,Loyal Customers
13888,120.0,7,2169.05,1,Loyal Customers
13889,93.0,6,1991.23,1,Loyal Customers
13890,1.0,14,2927.38,1,Loyal Customers
13891,378.0,3,863.56,0,At Risk
13892,27.0,6,1267.6499999999999,1,Loyal Customers
13893,298.0,1,821.1,0,At Risk
13894,24.0,3,564.62,1,Loyal Customers
13895,28.0,6,4008.52,1,Loyal Customers
13896,626.0,1,388.55,0,At Risk
13897,50.0,3,1160.72,1,Loyal Customers
13898,326.0,2,686.4,0,At Risk
13899,16.0,2,388.52,1,Loyal Customers
13900,183.0,6,1610.5900000000001,1,Loyal Customers
13901,72.0,15,5676.34,1,Loyal Customers
13902,632.0,5,34095.26,0,At Risk
13903,400.0,1,165.45000000000002,0,At Risk
13904,37.0,2,332.64,1,Loyal Customers
13905,733.0,1,312.65,0,At Risk
13906,409.0,1,42.0,0,At Risk
13907,692.0,1,136.8,0,At Risk
13908,80.0,4,2369.55,1,Loyal Customers
13909,423.0,2,286.6,0,At Risk
13911,57.0,20,4234.99,1,Loyal Customers
13912,424.0,1,124.95,0,At Risk
13913,507.0,1,42.22,0,At Risk
13914,12.0,2,626.45,1,Loyal Customers
13915,394.0,1,70.80000000000001,0,At Risk
13916,464.0,4,1275.81,0,At Risk
13917,50.0,2,272.04,1,Loyal Customers
13918,50.0,2,1212.8400000000001,1,Loyal Customers
13919,59.0,4,1360.68,1,Loyal Customers
13920,432.0,4,1774.68,0,At Risk
13921,402.0,4,730.7,0,At Risk
13922,352.0,3,865.2,0,At Risk
13923,54.0,1,351.13,1,Loyal Customers
13924,2.0,6,1838.8500000000001,1,Loyal Customers
13925,93.0,4,678.25,1,Loyal Customers
13926,23.0,1,223.85000000000002,1,Loyal Customers
13927,75.0,2,708.26,1,Loyal Customers
13928,11.0,4,464.57,1,Loyal Customers
13929,169.0,11,3494.1,1,Loyal Customers
13930,58.0,2,337.34,1,Loyal Customers
13931,96.0,11,5257.38,1,Loyal Customers
13932,295.0,1,307.4,0,At Risk
13933,109.0,2,608.79,1,Loyal Customers
13934,264.0,1,922.1,0,At Risk
13935,597.0,3,6116.92,0,At Risk
13936,180.0,3,939.66,1,Loyal Customers
13937,169.0,2,880.13,1,Loyal Customers
13938,35.0,1,71.66,1,Loyal Customers
13939,23.0,7,1560.96,1,Loyal Customers
13940,17.0,4,839.14,1,Loyal Customers
13941,22.0,15,11122.300000000001,1,Loyal Customers
13942,535.0,1,320.0,0,At Risk
13943,578.0,1,246.54,0,At Risk
13944,653.0,1,200.43,0,At Risk
13945,395.0,2,854.15,0,At Risk
13946,79.0,6,1876.23,1,Loyal Customers
13947,65.0,1,90.6,1,Loyal Customers
13948,361.0,4,548.76,0,At Risk
13949,3.0,6,2427.32,1,Loyal Customers
13950,11.0,4,745.06,1,Loyal Customers
13951,176.0,3,674.45,1,Loyal Customers
13952,218.0,14,12823.521,1,Loyal Customers
13953,7.0,12,6640.68,1,Loyal Customers
13954,2.0,2,439.92,1,Loyal Customers
13955,154.0,3,545.17,1,Loyal Customers
13956,5.0,5,1026.42,1,Loyal Customers
13957,418.0,3,458.25,0,At Risk
13958,380.0,8,4709.2300000000005,0,At Risk
13959,79.0,6,1076.18,1,Loyal Customers
13960,21.0,2,230.22,1,Loyal Customers
13961,392.0,1,538.4,0,At Risk
13962,22.0,3,362.8,1,Loyal Customers
13963,308.0,17,3011.87,1,Loyal Customers
13964,387.0,2,438.9,0,At Risk
13965,477.0,3,996.61,0,At Risk
13966,435.0,1,390.86,0,At Risk
13967,146.0,2,166.3,1,Loyal Customers
13968,423.0,1,123.66,0,At Risk
13969,7.0,35,13365.87,1,Loyal Customers
13970,386.0,2,846.55,0,At Risk
13971,19.0,14,4667.57,1,Loyal Customers
13972,71.0,2,190.25,1,Loyal Customers
13973,287.0,1,264.7,0,At Risk
13974,49.0,2,677.72,1,Loyal Customers
13975,31.0,12,5358.84,1,Loyal Customers
13976,207.0,4,1192.3600000000001,1,Loyal Customers
13977,411.0,1,519.8100000000001,0,At Risk
13978,15.0,2,196.79,1,Loyal Customers
13979,73.0,7,3416.23,1,Loyal Customers
13980,60.0,5,799.92,1,Loyal Customers
13981,416.0,1,331.14,0,At Risk
13982,39.0,9,4445.59,1,Loyal Customers
13983,30.0,21,7108.45,1,Loyal Customers
13984,27.0,12,2048.6,1,Loyal Customers
13985,4.0,22,10020.86,1,Loyal Customers
13986,17.0,1,320.46,1,Loyal Customers
13987,380.0,2,682.54,0,At Risk
13988,20.0,8,4757.8,1,Loyal Customers
13989,66.0,5,2026.06,1,Loyal Customers
13990,213.0,1,311.3,1,Loyal Customers
13991,12.0,6,855.97,1,Loyal Customers
13992,30.0,3,219.5,1,Loyal Customers
13993,43.0,19,6775.71,1,Loyal Customers
13994,4.0,6,2313.14,1,Loyal Customers
13995,15.0,14,3902.01,1,Loyal Customers
13996,386.0,2,895.76,0,At Risk
13997,519.0,3,382.31,0,At Risk
13998,447.0,3,566.7,0,At Risk
13999,10.0,29,9502.26,1,Loyal Customers
14000,211.0,5,2046.34,1,Loyal Customers
14001,46.0,9,4530.09,1,Loyal Customers
14002,134.0,2,529.73,1,Loyal Customers
14003,733.0,1,209.41,0,At Risk
14004,43.0,11,6258.45,1,Loyal Customers
14005,10.0,5,2874.72,1,Loyal Customers
14006,116.0,7,2196.67,1,Loyal Customers
14007,513.0,1,79.48,0,At Risk
14008,432.0,1,509.04,0,At Risk
14009,198.0,3,1099.91,1,Loyal Customers
14010,565.0,2,445.15,0,At Risk
14011,480.0,2,457.82,0,At Risk
14012,278.0,1,328.8,0,At Risk
14013,110.0,5,1084.57,1,Loyal Customers
14014,77.0,3,1948.21,1,Loyal Customers
14015,53.0,1,917.34,1,Loyal Customers
14016,162.0,11,11403.41,1,Loyal Customers
14017,571.0,1,229.75,0,At Risk
14018,645.0,1,367.15,0,At Risk
14019,47.0,3,1421.61,1,Loyal Customers
14020,17.0,4,1249.01,1,Loyal Customers
14021,155.0,7,1716.58,1,Loyal Customers
14022,225.0,2,792.15,1,Loyal Customers
14023,7.0,2,584.07,1,Loyal Customers
14024,122.0,3,645.74,1,Loyal Customers
14025,465.0,8,4057.9,0,At Risk
14026,471.0,2,713.11,0,At Risk
14027,61.0,1,104.82,1,Loyal Customers
14028,550.0,3,10396.5,0,At Risk
14029,63.0,2,467.66,1,Loyal Customers
14030,18.0,20,8262.29,1,Loyal Customers
14031,7.0,44,40999.17,1,Loyal Customers
14032,2.0,16,4850.2699999999995,1,Loyal Customers
14033,555.0,1,109.44,0,At Risk
14034,22.0,3,651.82,1,Loyal Customers
14035,29.0,9,2856.72,1,Loyal Customers
14036,285.0,1,626.65,0,At Risk
14037,176.0,6,836.95,1,Loyal Customers
14038,78.0,5,3069.88,1,Loyal Customers
14039,33.0,2,267.28000000000003,1,Loyal Customers
14040,41.0,35,12645.57,1,Loyal Customers
14041,266.0,1,141.41,0,At Risk
14042,725.0,1,431.98,0,At Risk
14043,491.0,2,304.25,0,At Risk
14044,27.0,10,3123.1,1,Loyal Customers
14045,109.0,16,11313.03,1,Loyal Customers
14046,284.0,1,154.99,0,At Risk
14047,9.0,14,4255.03,1,Loyal Customers
14048,305.0,3,748.69,0,At Risk
14049,17.0,13,13239.03,1,Loyal Customers
14050,32.0,2,746.36,1,Loyal Customers
14051,1.0,37,22434.0,1,Loyal Customers
14052,20.0,2,480.81,1,Loyal Customers
14053,124.0,4,572.3,1,Loyal Customers
14054,65.0,1,92.46000000000001,1,Loyal Customers
14055,106.0,3,1520.96,1,Loyal Customers
14056,1.0,23,8214.65,1,Loyal Customers
14057,24.0,22,8408.84,1,Loyal Customers
14058,463.0,2,469.19,0,At Risk
14059,267.0,1,183.6,0,At Risk
14060,5.0,30,9519.08,1,Loyal Customers
14061,507.0,3,917.4300000000001,0,At Risk
14062,10.0,24,25604.2,1,Loyal Customers
14063,438.0,9,22710.2,0,At Risk
14064,29.0,15,3332.42,1,Loyal Customers
14065,389.0,3,891.02,0,At Risk
14066,267.0,1,152.55,0,At Risk
14067,64.0,2,374.7,1,Loyal Customers
14068,320.0,4,1528.3700000000001,0,At Risk
14069,515.0,2,230.06,0,At Risk
14070,685.0,1,326.55,0,At Risk
14071,4.0,8,1438.82,1,Loyal Customers
14072,667.0,1,390.85,0,At Risk
14073,32.0,1,151.04,1,Loyal Customers
14074,623.0,1,219.4,0,At Risk
14075,5.0,6,1734.87,1,Loyal Customers
14076,129.0,1,122.47,1,Loyal Customers
14077,41.0,6,615.08,1,Loyal Customers
14078,102.0,9,1692.6299999999999,1,Loyal Customers
14079,125.0,2,618.73,1,Loyal Customers
14080,33.0,5,1115.68,1,Loyal Customers
14081,302.0,10,5370.1,0,At Risk
14082,365.0,2,413.36,0,At Risk
14083,4.0,11,1407.26,1,Loyal Customers
14084,512.0,1,150.5,0,At Risk
14085,2.0,33,10104.97,1,Loyal Customers
14086,463.0,1,39.95,0,At Risk
14087,3.0,3,846.22,1,Loyal Customers
14088,10.0,16,64036.8,1,Loyal Customers
14089,57.0,1,161.0,1,Loyal Customers
14090,325.0,1,76.32000000000001,0,At Risk
14091,654.0,2,9530.08,0,At Risk
14092,8.0,24,7229.45,1,Loyal Customers
14093,12.0,1,442.85,1,Loyal Customers
14094,440.0,1,335.22,0,At Risk
14095,723.0,1,2.95,0,At Risk
14096,4.0,17,65164.79,1,Loyal Customers
14097,481.0,2,422.86,0,At Risk
14098,37.0,1,147.35,1,Loyal Customers
14099,16.0,20,5765.71,1,Loyal Customers
14100,138.0,1,194.9,1,Loyal Customers
14101,74.0,13,9961.93,1,Loyal Customers
14102,5.0,5,1360.28,1,Loyal Customers
14104,155.0,5,771.58,1,Loyal Customers
14105,239.0,5,5988.83,1,Loyal Customers
14106,737.0,1,214.8,0,At Risk
14107,52.0,11,4877.3,1,Loyal Customers
14108,31.0,4,1044.96,1,Loyal Customers
14109,73.0,1,144.2,1,Loyal Customers
14110,4.0,33,12987.95,1,Loyal Customers
14111,14.0,4,692.85,1,Loyal Customers
14112,23.0,13,5834.59,1,Loyal Customers
14113,4.0,16,7092.610000000001,1,Loyal Customers
14114,274.0,7,1364.09,0,At Risk
14115,502.0,2,622.67,0,At Risk
14116,20.0,5,1382.74,1,Loyal Customers
14117,144.0,1,90.0,1,Loyal Customers
14118,429.0,1,458.45,0,At Risk
14119,376.0,2,183.37,0,At Risk
14121,4.0,4,2780.15,1,Loyal Customers
14122,406.0,3,362.42,0,At Risk
14123,733.0,1,436.18,0,At Risk
14124,84.0,1,419.58,1,Loyal Customers
14125,11.0,3,2740.43,1,Loyal Customers
14126,8.0,4,1172.46,1,Loyal Customers
14127,123.0,6,1900.0800000000002,1,Loyal Customers
14128,61.0,3,924.21,1,Loyal Customers
14129,2.0,9,2591.34,1,Loyal Customers
14130,319.0,4,1882.67,0,At Risk
14131,649.0,1,187.87,0,At Risk
14132,2.0,11,3586.0299999999997,1,Loyal Customers
14133,130.0,4,911.14,1,Loyal Customers
14134,383.0,15,11123.35,0,At Risk
14135,2.0,24,9643.92,1,Loyal Customers
14136,401.0,5,1570.81,0,At Risk
14137,696.0,1,332.7,0,At Risk
14138,2.0,2,982.38,1,Loyal Customers
14139,46.0,4,1086.8,1,Loyal Customers
14140,4.0,2,935.05,1,Loyal Customers
14141,3.0,4,915.13,1,Loyal Customers
14142,373.0,2,983.15,0,At Risk
14143,134.0,1,115.8,1,Loyal Customers
14144,486.0,1,30.6,0,At Risk
14145,47.0,7,7600.05,1,Loyal Customers
14146,9.0,12,9450.3,1,Loyal Customers
14147,78.0,9,2590.2,1,Loyal Customers
14148,234.0,2,466.29,1,Loyal Customers
14149,221.0,1,446.62,1,Loyal Customers
14150,36.0,2,658.64,1,Loyal Customers
14151,673.0,2,679.45,0,At Risk
14152,75.0,7,1997.34,1,Loyal Customers
14153,483.0,1,233.39999999999998,0,At Risk
14154,239.0,8,6460.7,1,Loyal Customers
14155,266.0,1,118.75,0,At Risk
14156,10.0,156,313946.37,2,Champions
14157,20.0,5,1002.7800000000001,1,Loyal Customers
14158,40.0,1,507.65999999999997,1,Loyal Customers
14159,20.0,20,7938.01,1,Loyal Customers
14160,610.0,7,8421.47,0,At Risk
14161,216.0,7,3318.88,1,Loyal Customers
14162,174.0,2,289.36,1,Loyal Customers
14163,87.0,5,2594.62,1,Loyal Customers
14164,71.0,2,1631.77,1,Loyal Customers
14165,276.0,1,122.53999999999999,0,At Risk
14166,505.0,2,256.85,0,At Risk
14167,39.0,8,1296.49,1,Loyal Customers
14168,421.0,2,370.45,0,At Risk
14169,431.0,2,624.4300000000001,0,At Risk
14170,375.0,3,597.33,0,At Risk
14171,98.0,2,498.79,1,Loyal Customers
14172,605.0,3,402.72,0,At Risk
14173,11.0,6,586.0,1,Loyal Customers
14174,33.0,1,134.46,1,Loyal Customers
14175,60.0,8,7678.88,1,Loyal Customers
14176,297.0,5,916.01,0,At Risk
14177,86.0,13,2229.34,1,Loyal Customers
14178,9.0,7,1620.93,1,Loyal Customers
14179,41.0,2,719.78,1,Loyal Customers
14180,11.0,33,6319.25,1,Loyal Customers
14181,411.0,2,310.55,0,At Risk
14182,444.0,4,678.77,0,At Risk
14183,411.0,2,286.29,0,At Risk
14184,67.0,1,452.89,1,Loyal Customers
14185,331.0,1,197.65,0,At Risk
14186,427.0,5,1550.6299999999999,0,At Risk
14187,474.0,1,123.5,0,At Risk
14188,31.0,6,2054.36,1,Loyal Customers
14189,2.0,16,5814.39,1,Loyal Customers
14190,666.0,1,79.9,0,At Risk
14191,2.0,15,4817.66,1,Loyal Customers
14192,388.0,1,293.74,0,At Risk
14193,68.0,3,1210.19,1,Loyal Customers
14194,5.0,36,18670.59,1,Loyal Customers
14195,202.0,6,2615.6,1,Loyal Customers
14196,107.0,1,335.52,1,Loyal Customers
14197,411.0,1,390.05,0,At Risk
14198,18.0,9,1569.73,1,Loyal Customers
14199,218.0,4,1091.7,1,Loyal Customers
14200,617.0,1,379.2,0,At Risk
14201,60.0,10,1193.54,1,Loyal Customers
14202,381.0,3,847.76,0,At Risk
14203,397.0,1,339.34,0,At Risk
14204,2.0,4,1062.96,1,Loyal Customers
14205,17.0,9,2414.2,1,Loyal Customers
14206,239.0,3,1185.01,1,Loyal Customers
14207,688.0,1,157.8,0,At Risk
14208,95.0,2,567.05,1,Loyal Customers
14209,11.0,15,4993.27,1,Loyal Customers
14210,106.0,16,5861.52,1,Loyal Customers
14211,53.0,18,4402.29,1,Loyal Customers
14212,90.0,2,2190.14,1,Loyal Customers
14213,405.0,1,1192.2,0,At Risk
14214,31.0,5,1004.38,1,Loyal Customers
14215,12.0,9,3416.33,1,Loyal Customers
14216,3.0,5,2150.04,1,Loyal Customers
14217,2.0,23,3416.89,1,Loyal Customers
14218,43.0,1,169.48000000000002,1,Loyal Customers
14219,4.0,3,633.83,1,Loyal Customers
14220,247.0,4,1515.0,1,Loyal Customers
14221,42.0,17,6517.49,1,Loyal Customers
14222,177.0,1,683.17,1,Loyal Customers
14223,92.0,3,991.13,1,Loyal Customers
14224,110.0,9,1897.9,1,Loyal Customers
14225,435.0,4,2037.02,0,At Risk
14226,29.0,6,3002.53,1,Loyal Customers
14227,26.0,15,6368.71,1,Loyal Customers
14228,438.0,3,745.5,0,At Risk
14229,52.0,7,2594.04,1,Loyal Customers
14230,436.0,3,979.8000000000001,0,At Risk
14231,184.0,4,1235.6200000000001,1,Loyal Customers
14232,43.0,5,2048.07,1,Loyal Customers
14233,49.0,7,2904.27,1,Loyal Customers
14234,22.0,4,775.46,1,Loyal Customers
14235,75.0,9,4717.99,1,Loyal Customers
14236,81.0,5,1744.64,1,Loyal Customers
14237,373.0,2,632.14,0,At Risk
14238,326.0,3,434.23,0,At Risk
14239,43.0,21,4263.17,1,Loyal Customers
14240,30.0,3,1247.49,1,Loyal Customers
14241,184.0,2,333.7,1,Loyal Customers
14242,235.0,2,280.55,1,Loyal Customers
14243,9.0,17,7431.05,1,Loyal Customers
14244,661.0,1,366.41999999999996,0,At Risk
14245,220.0,2,1693.45,1,Loyal Customers
14246,111.0,3,1474.06,1,Loyal Customers
14247,278.0,5,772.66,0,At Risk
14248,318.0,3,1032.95,0,At Risk
14249,411.0,12,5625.461,0,At Risk
14250,7.0,3,1904.05,1,Loyal Customers
14251,2.0,5,2879.7000000000003,1,Loyal Customers
14252,381.0,1,350.99,0,At Risk
14253,493.0,2,363.40000000000003,0,At Risk
14254,433.0,1,601.03,0,At Risk
14255,546.0,1,1000.63,0,At Risk
14256,260.0,5,2473.9900000000002,1,Loyal Customers
14257,64.0,9,5954.45,1,Loyal Customers
14258,9.0,25,32051.34,1,Loyal Customers
14259,142.0,1,120.0,1,Loyal Customers
14260,471.0,3,824.28,0,At Risk
14261,51.0,2,1163.45,1,Loyal Customers
14262,8.0,8,2618.23,1,Loyal Customers
14263,423.0,1,322.93,0,At Risk
14264,155.0,6,1517.3600000000001,1,Loyal Customers
14265,109.0,4,1373.35,1,Loyal Customers
14266,428.0,1,40.56,0,At Risk
14267,163.0,3,1516.24,1,Loyal Customers
14268,471.0,1,354.85,0,At Risk
14269,439.0,1,295.73,0,At Risk
14270,332.0,1,492.65000000000003,0,At Risk
14271,226.0,2,219.13,1,Loyal Customers
14272,74.0,4,920.81,1,Loyal Customers
14273,51.0,4,559.97,1,Loyal Customers
14274,686.0,1,256.6,0,At Risk
14275,396.0,6,1189.3799999999999,0,At Risk
14276,99.0,7,2102.68,1,Loyal Customers
14277,15.0,9,17225.81,1,Loyal Customers
14278,410.0,1,205.83,0,At Risk
14279,521.0,2,191.86,0,At Risk
14280,197.0,1,134.04,1,Loyal Customers
14281,408.0,1,245.15,0,At Risk
14282,3.0,25,7849.66,1,Loyal Customers
14283,463.0,4,628.4399999999999,0,At Risk
14284,31.0,3,1299.65,1,Loyal Customers
14285,21.0,8,3284.42,1,Loyal Customers
14286,24.0,7,8479.76,1,Loyal Customers
14287,8.0,3,176.63,1,Loyal Customers
14288,213.0,1,426.6,1,Loyal Customers
14289,9.0,6,911.26,1,Loyal Customers
14290,11.0,8,4516.56,1,Loyal Customers
14291,2.0,23,7904.099999999999,1,Loyal Customers
14292,8.0,16,9226.25,1,Loyal Customers
14293,3.0,9,3267.93,1,Loyal Customers
14294,407.0,1,375.34000000000003,0,At Risk
14295,40.0,5,2362.91,1,Loyal Customers
14296,421.0,2,456.4,0,At Risk
14297,18.0,4,1305.33,1,Loyal Customers
14298,8.0,82,91194.49,1,Loyal Customers
14299,8.0,27,14499.49,1,Loyal Customers
14300,19.0,1,43.2,1,Loyal Customers
14301,117.0,4,1992.18,1,Loyal Customers
14302,431.0,3,742.9000000000001,0,At Risk
14303,407.0,2,277.94,0,At Risk
14304,223.0,3,1725.01,1,Loyal Customers
14305,71.0,3,1858.96,1,Loyal Customers
14306,51.0,6,3151.4,1,Loyal Customers
14307,89.0,10,5071.03,1,Loyal Customers
14308,549.0,2,1147.02,0,At Risk
14309,8.0,11,3780.81,1,Loyal Customers
14310,433.0,1,492.1,0,At Risk
14311,243.0,2,516.45,1,Loyal Customers
14312,47.0,11,3090.29,1,Loyal Customers
14314,107.0,2,229.79999999999998,1,Loyal Customers
14315,45.0,8,3197.82,1,Loyal Customers
14316,422.0,5,1370.34,0,At Risk
14317,65.0,1,508.58,1,Loyal Customers
14318,460.0,1,158.02,0,At Risk
14319,424.0,1,494.85,0,At Risk
14320,207.0,5,1346.75,1,Loyal Customers
14321,11.0,7,2218.06,1,Loyal Customers
14322,429.0,4,474.1,0,At Risk
14323,115.0,2,605.0600000000001,1,Loyal Customers
14324,410.0,2,701.61,0,At Risk
14325,570.0,1,245.48000000000002,0,At Risk
14326,242.0,3,940.98,1,Loyal Customers
14327,163.0,6,1894.93,1,Loyal Customers
14328,438.0,1,445.05,0,At Risk
14329,17.0,15,9927.22,1,Loyal Customers
14330,624.0,1,200.63,0,At Risk
